data_dir,grades,uniformity,entropy,dissimilarity,contrast,homogeneity,inverse_difference_moment,maximum_probability,small_area_emp,large_area_emp,low_intensity_emp,high_intensity_emp,intensity_variability,size_zone_variability,zone_percentage,low_intensity_small_area_emp,high_intensity_small_area_emp,low_intensity_large_area_emp,high_intensity_large_area_emp,coarseness,busyness,complexity,strength
C010_20180425_094720_L_CASIA2_LGC_001.png,1,0.06550095131440263,3.9931733159369807,2.7699311023622046,18.602239173228348,0.5494255816805953,0.4888533552468606,18.14714566929134,0.7520740170147685,428.39440677966104,0.032407986473517274,101.64627118644067,1.305285986593073,2880.953394822443,0.0023342975169009074,0.023472596860409332,2024.5835593220338,106.31248834466595,78.41999944626886,0.000246548311924206,35.349957838984444,178.69709735631875,0.04860127296315141
C010_20180425_094720_L_CASIA2_LGC_008.png,1,0.06178950938224141,4.03511822758716,2.8402436023622046,18.99390994094488,0.5389018670968413,0.4766464534210637,18.245570866141733,0.7540734792090164,366.51629985106734,0.0306429397169458,103.8080423630647,1.1435205589828226,2969.031350150644,0.0027283916169795084,0.022757337407085798,1776.181201390038,90.85288898527251,79.4610237708514,0.0002385389905457751,35.550309872659106,183.23599892547315,0.04664671529106373
C010_20180425_094720_L_CASIA2_LGC_009.png,1,0.05909028456240507,4.06142567125538,2.9074803149606296,19.49913877952756,0.5296617579059446,0.46639273986343466,17.1998031496063,0.7543737349856838,370.9717986555173,0.030301994442753968,105.41596983111985,1.1226566592624012,3000.410331980601,0.002695622695914401,0.022770635747140618,1798.6463354648304,91.9647918485677,81.02063247958829,0.00024159394153680294,35.484059431897094,183.4028479800399,0.046223303618416464
C010_20180425_094720_L_CASIA2_LGC_016.png,1,0.06365638897049279,4.0052469181381465,2.807763287401575,18.82240403543307,0.5417532124071249,0.48017769892204515,18.061023622047244,0.7617228098170747,392.9025,0.03254035468350811,103.77633333333333,1.3870223724997455,3014.7019609034855,0.0025451606950833857,0.02395476430924444,1868.4205,97.46897894773906,80.87032918748879,0.00023445323859288772,35.91149141284934,183.34347075636225,0.04828461523622766
C010_20180425_094720_L_CASIA2_LGC_017.png,1,0.06301487651803428,4.007498261839281,2.7959522637795278,18.389825295275593,0.5396246541762044,0.477820009762557,18.15329724409449,0.7628154819857701,376.78682235196,0.030815690170417635,105.47306088407007,1.163234848917322,3035.7226076433512,0.002654020630970716,0.02296774851250874,1818.23352793995,93.40984484444435,81.05362053189923,0.00023994921205278399,34.44889853236574,179.23719714357867,0.04873951748579573
C010_20180425_094720_L_CASIA2_LGC_024.png,1,0.06135251143793302,4.04724334943337,2.8904404527559056,19.593565452755904,0.5363393702822221,0.47388527834556576,17.144438976377952,0.756974631417242,403.91468577010744,0.030505591927298674,104.95864539238033,1.1506381572547828,3036.4734592302975,0.002475770342673703,0.023128030843387482,1940.8686095734288,100.21994748114471,80.66523965785004,0.0002462573885504917,35.45209125888239,181.61841443505247,0.0463087699462811
C010_20180425_094720_L_CASIA2_LGC_025.png,1,0.058218027507832365,4.083110892108802,2.9205831692913384,19.592212106299215,0.5279200784383486,0.46383444147258973,16.886072834645667,0.7647717104133369,364.3140851810496,0.031210856766223854,104.81448396873505,1.2737154198930136,3196.0002420092037,0.0027448842651884835,0.02347241055731717,1756.9787844951347,90.32220628551087,82.1168272330772,0.00024194915550598942,36.65145059487237,184.82038263810972,0.04522033061836017
C010_20180425_094720_L_CASIA2_LGC_032.png,1,0.05840183683541196,4.070198566665141,2.9264271653543306,19.74790846456693,0.5278481159725008,0.46433451635250134,16.437007874015748,0.7720999360861976,383.81020733652315,0.030869956332479832,105.2267942583732,1.2268318636949123,3270.0178443836994,0.002605454417013991,0.023464230911623075,1834.224720893142,95.19847550695111,82.98231159161607,0.00023891421879037602,36.87858015756911,186.38637890108177,0.04546833877201976
C010_20180425_094720_L_CASIA2_LGC_033.png,1,0.05787272231282744,4.080770377486783,2.8891486220472444,19.249876968503937,0.5301757882489612,0.46666400376421635,16.455462598425196,0.7514355983363171,391.4172895677608,0.03225378071367171,102.17419564510887,1.3598947625109574,2996.474159942275,0.002554818161211766,0.02408582522570467,1882.4322391940202,97.05453864297934,78.0094295657892,0.00025161472587078594,36.31229749436869,179.92639073788044,0.04628303893696551
C010_20180425_094720_L_CASIA2_LGC_040.png,1,0.054630006843021495,4.126204195242323,2.995693897637795,20.198695866141733,0.5193441631572169,0.4542498921742971,16.11097440944882,0.7620242731404389,364.70368649318465,0.030611076361778726,103.22661090458489,1.2132695364173467,3245.710346342464,0.0027419519929055814,0.023457435170296203,1762.1723977695167,90.42643811284297,79.91515817581616,0.0002559507119140889,36.35826709691033,181.10730517169762,0.04422880716454433
C010_20180425_094720_L_CASIA2_LGC_041.png,1,0.05494589187420563,4.130592189137846,3.03125,20.778174212598426,0.5176076222074621,0.4528360387525624,16.209399606299215,0.7627619554056855,356.7621772073604,0.031212321177566685,102.93644657491882,1.2837145349085943,3261.2104226335437,0.0028029877153114557,0.023854521658518566,1720.5223442090614,88.46529691977224,80.10383880178058,0.000247825194729697,37.70275758424685,186.29477465114246,0.043579672398482594
C010_20180425_094720_L_CASIA2_LGC_048.png,1,0.05323167207613713,4.147998041899871,3.004490649606299,20.30973179133858,0.5167814823211292,0.4517742797623844,16.215551181102363,0.750274132264219,374.0967387895892,0.03177048151863144,102.00235183443085,1.3296050168350564,3085.657393072304,0.002673105366370088,0.023602333267879777,1801.684070241455,92.76357357494747,77.88479908449287,0.0002526312120522119,37.895243179258095,183.8166640882805,0.04407934389899136
C010_20180425_094720_L_CASIA2_LGC_049.png,1,0.05163751886341664,4.161889956894171,3.0264517716535435,20.483390748031496,0.5152122703173085,0.4499390956122453,15.661909448818898,0.7557510355435285,342.93749028144924,0.0325861418999371,101.76037941222205,1.4607651221185105,3181.2721735002647,0.002915983315732843,0.02461870501373373,1675.082879800964,84.95922265888143,78.36996237998136,0.0002465088763015718,38.60112990820124,186.95040441685174,0.043261777809815584
C010_20180425_094720_L_CASIA2_LGC_056.png,1,0.0561527637947854,4.115970681773211,3.0279896653543306,20.711675688976378,0.5188299963344563,0.45462291202461724,16.812253937007874,0.7691751684373973,390.9709293335395,0.032056146222690755,103.12432348847997,1.4060042942729012,3333.205483064185,0.002557734923424177,0.02493226336675266,1854.5931653007576,97.02438487849115,80.60181446171781,0.0002503813797005228,37.348837606555676,184.84169171338687,0.044101689127308864
